X,Y,Z
-0.559322,-0.050847,0.000000
-0.525424,-0.050847,0.000000
-0.491525,-0.050847,0.000000
-0.457627,-0.050847,0.000000
-0.423729,-0.050847,0.000000
-0.389831,-0.050847,0.000000
-0.355932,-0.050847,0.000000
-0.322034,-0.050847,0.000000
-0.288136,-0.050847,0.000000
-0.254237,-0.050847,0.000000
-0.220339,-0.050847,0.000000
-0.186441,-0.050847,0.000000
-0.152542,-0.050847,0.000000
-0.118644,-0.050847,0.000000
-0.084746,-0.050847,0.000000
-0.050847,-0.050847,0.000000
-0.016949,-0.050847,0.000000
0.016949,-0.050847,0.000000
0.050847,-0.050847,0.000000
0.084746,-0.050847,0.000000
0.118644,-0.050847,0.000000
0.152542,-0.050847,0.000000
0.186441,-0.050847,0.000000
0.220339,-0.050847,0.000000
0.254237,-0.050847,0.000000
0.288136,-0.050847,0.000000
0.322034,-0.050847,0.000000
0.355932,-0.050847,0.000000
0.389830,-0.050847,0.000000
0.423729,-0.050847,0.000000
0.457627,-0.050847,0.000000
0.491525,-0.050847,0.000000
0.525424,-0.050847,0.000000
0.559322,-0.050847,0.000000
0.593220,-0.050847,0.000000
0.627119,-0.050847,0.000000
0.661017,-0.050847,0.000000
0.694915,-0.050847,0.000000
0.728814,-0.050847,0.000000
0.762712,-0.050847,0.000000
0.796610,-0.050847,0.000000
0.830508,-0.050847,0.000000
0.864407,-0.050847,0.000000
0.898305,-0.050847,0.000000
0.932203,-0.050847,0.000000
0.966102,-0.050847,0.000000
1.000000,-0.050847,0.000000
-1.000000,-0.016949,0.000000
-0.966102,-0.016949,0.000000
-0.932203,-0.016949,0.000000
-0.898305,-0.016949,0.000000
-0.864407,-0.016949,0.000000
-0.830508,-0.016949,0.000000
-0.796610,-0.016949,0.000000
-0.762712,-0.016949,0.000000
-0.728814,-0.016949,0.000000
-0.694915,-0.016949,0.000000
-0.661017,-0.016949,0.000000
-0.627119,-0.016949,0.000000
-0.593220,-0.016949,0.000000
-0.559322,-0.016949,0.000000
-0.525424,-0.016949,0.000000
-0.491525,-0.016949,0.000000
-0.457627,-0.016949,0.000000
-0.423729,-0.016949,0.000000
-0.389831,-0.016949,0.000000
-0.355932,-0.016949,0.000000
-0.322034,-0.016949,0.000000
-0.288136,-0.016949,0.000000
-0.254237,-0.016949,0.000000
-0.220339,-0.016949,0.000000
-0.186441,-0.016949,0.000000
-0.152542,-0.016949,0.000000
-0.118644,-0.016949,0.000000
-0.084746,-0.016949,0.000000
-0.050847,-0.016949,0.000000
-0.016949,-0.016949,0.000000
0.016949,-0.016949,0.000000
0.050847,-0.016949,0.000000
0.084746,-0.016949,0.000000
0.118644,-0.016949,0.000000
0.152542,-0.016949,0.000000
0.186441,-0.016949,0.000000
0.220339,-0.016949,0.000000
0.254237,-0.016949,0.000000
0.288136,-0.016949,0.000000
0.322034,-0.016949,0.000000
0.355932,-0.016949,0.000000
0.389830,-0.016949,0.000000
0.423729,-0.016949,0.000000
0.457627,-0.016949,0.000000
0.491525,-0.016949,0.000000
0.525424,-0.016949,0.000000
0.559322,-0.016949,0.000000
0.593220,-0.016949,0.000000
0.627119,-0.016949,0.000000
0.661017,-0.016949,0.000000
0.694915,-0.016949,0.000000
0.728814,-0.016949,0.000000
0.762712,-0.016949,0.000000
0.796610,-0.016949,0.000000
0.830508,-0.016949,0.000000
0.864407,-0.016949,0.000000
0.898305,-0.016949,0.000000
0.932203,-0.016949,0.000000
0.966102,-0.016949,0.000000
1.000000,-0.016949,0.000000
-1.000000,0.016949,0.000000
-0.966102,0.016949,0.000000
-0.932203,0.016949,0.000000
-0.898305,0.016949,0.000000
-0.864407,0.016949,0.000000
-0.830508,0.016949,0.000000
-0.796610,0.016949,0.000000
-0.762712,0.016949,0.000000
-0.728814,0.016949,0.000000
-0.694915,0.016949,0.000000
-0.661017,0.016949,0.000000
-0.627119,0.016949,0.000000
-0.593220,0.016949,0.000000
-0.559322,0.016949,0.000000
-0.525424,0.016949,0.000000
-0.491525,0.016949,0.000000
-0.457627,0.016949,0.000000
-0.423729,0.016949,0.000000
-0.389831,0.016949,0.000000
-0.355932,0.016949,0.000000
-0.322034,0.016949,0.000000
-0.288136,0.016949,0.000000
-0.254237,0.016949,0.000000
-0.220339,0.016949,0.000000
-0.186441,0.016949,0.000000
-0.152542,0.016949,0.000000
-0.118644,0.016949,0.000000
-0.084746,0.016949,0.000000
-0.050847,0.016949,0.000000
-0.016949,0.016949,0.000000
0.016949,0.016949,0.000000
0.050847,0.016949,0.000000
0.084746,0.016949,0.000000
0.118644,0.016949,0.000000
0.152542,0.016949,0.000000
0.186441,0.016949,0.000000
0.220339,0.016949,0.000000
0.254237,0.016949,0.000000
0.288136,0.016949,0.000000
0.322034,0.016949,0.000000
0.355932,0.016949,0.000000
0.389830,0.016949,0.000000
0.423729,0.016949,0.000000
0.457627,0.016949,0.000000
0.491525,0.016949,0.000000
0.525424,0.016949,0.000000
0.559322,0.016949,0.000000
0.593220,0.016949,0.000000
0.627119,0.016949,0.000000
0.661017,0.016949,0.000000
0.694915,0.016949,0.000000
0.728814,0.016949,0.000000
0.762712,0.016949,0.000000
0.796610,0.016949,0.000000
0.830508,0.016949,0.000000
0.864407,0.016949,0.000000
0.898305,0.016949,0.000000
0.932203,0.016949,0.000000
0.966102,0.016949,0.000000
1.000000,0.016949,0.000000
-1.000000,0.050847,0.000000
-0.966102,0.050847,0.000000
-0.932203,0.050847,0.000000
-0.898305,0.050847,0.000000
-0.864407,0.050847,0.000000
-0.830508,0.050847,0.000000
-0.796610,0.050847,0.000000
-0.762712,0.050847,0.000000
-0.728814,0.050847,0.000000
-0.694915,0.050847,0.000000
-0.661017,0.050847,0.000000
-0.627119,0.050847,0.000000
-0.593220,0.050847,0.000000
-0.559322,0.050847,0.000000
-0.525424,0.050847,0.000000
-0.491525,0.050847,0.000000
-0.457627,0.050847,0.000000
-0.423729,0.050847,0.000000
-0.389831,0.050847,0.000000
-0.355932,0.050847,0.000000
-0.322034,0.050847,0.000000
-0.288136,0.050847,0.000000
-0.254237,0.050847,0.000000
-0.220339,0.050847,0.000000
-0.186441,0.050847,0.000000
-0.152542,0.050847,0.000000
-0.118644,0.050847,0.000000
-0.084746,0.050847,0.000000
-0.050847,0.050847,0.000000
-0.016949,0.050847,0.000000
0.016949,0.050847,0.000000
0.050847,0.050847,0.000000
0.084746,0.050847,0.000000
0.118644,0.050847,0.000000
0.152542,0.050847,0.000000
0.186441,0.050847,0.000000
0.220339,0.050847,0.000000
0.254237,0.050847,0.000000
0.288136,0.050847,0.000000
0.322034,0.050847,0.000000
0.355932,0.050847,0.000000
0.389830,0.050847,0.000000
0.423729,0.050847,0.000000
0.457627,0.050847,0.000000
0.491525,0.050847,0.000000
0.525424,0.050847,0.000000
0.559322,0.050847,0.000000
0.593220,0.050847,0.000000
0.627119,0.050847,0.000000
0.661017,0.050847,0.000000
0.694915,0.050847,0.000000
0.728814,0.050847,0.000000
0.762712,0.050847,0.000000
0.796610,0.050847,0.000000
0.830508,0.050847,0.000000
0.864407,0.050847,0.000000
0.898305,0.050847,0.000000
0.932203,0.050847,0.000000
0.966102,0.050847,0.000000
1.000000,0.050847,0.000000
-1.000000,0.084746,0.000000
-0.966102,0.084746,0.000000
-0.932203,0.084746,0.000000
-0.898305,0.084746,0.000000
-0.864407,0.084746,0.000000
-0.830508,0.084746,0.000000
-0.796610,0.084746,0.000000
-0.762712,0.084746,0.000000
-0.728814,0.084746,0.000000
-0.694915,0.084746,0.000000
-0.661017,0.084746,0.000000
-0.627119,0.084746,0.000000
-0.593220,0.084746,0.000000
-0.559322,0.084746,0.000000
-0.525424,0.084746,0.000000
-0.491525,0.084746,0.000000
-0.457627,0.084746,0.000000
-0.423729,0.084746,0.000000
-0.389831,0.084746,0.000000
-0.355932,0.084746,0.000000
-0.322034,0.084746,0.000000
-0.288136,0.084746,0.000000
-0.254237,0.084746,0.000000
-0.220339,0.084746,0.000000
-0.186441,0.084746,0.000000
-0.152542,0.084746,0.000000
-0.118644,0.084746,0.000000
-0.084746,0.084746,0.000000
-0.050847,0.084746,0.000000
-0.016949,0.084746,0.000000
0.016949,0.084746,0.000000
0.050847,0.084746,0.000000
0.084746,0.084746,0.000000
0.118644,0.084746,0.000000
0.152542,0.084746,0.000000
0.186441,0.084746,0.000000
0.220339,0.084746,0.000000
0.254237,0.084746,0.000000
0.288136,0.084746,0.000000
0.322034,0.084746,0.000000
0.355932,0.084746,0.000000
0.389830,0.084746,0.000000
0.423729,0.084746,0.000000
0.457627,0.084746,0.000000
0.491525,0.084746,0.000000
0.525424,0.084746,0.000000
0.559322,0.084746,0.000000
0.593220,0.084746,0.000000
0.627119,0.084746,0.000000
0.661017,0.084746,0.000000
0.694915,0.084746,0.000000
0.728814,0.084746,0.000000
0.762712,0.084746,0.000000
0.796610,0.084746,0.000000
0.830508,0.084746,0.000000
0.864407,0.084746,0.000000
0.898305,0.084746,0.000000
0.932203,0.084746,0.000000
0.966102,0.084746,0.000000
1.000000,0.084746,0.000000
-1.000000,0.118644,0.000000
-0.966102,0.118644,0.000000
-0.932203,0.118644,0.000000
-0.898305,0.118644,0.000000
-0.864407,0.118644,0.000000
-0.830508,0.118644,0.000000
-0.796610,0.118644,0.000000
-0.762712,0.118644,0.000000
-0.728814,0.118644,0.000000
-0.694915,0.118644,0.000000
-0.661017,0.118644,0.000000
-0.627119,0.118644,0.000000
-0.593220,0.118644,0.000000
-0.559322,0.118644,0.000000
-0.525424,0.118644,0.000000
-0.491525,0.118644,0.000000
-0.457627,0.118644,0.000000
-0.423729,0.118644,0.000000
-0.389831,0.118644,0.000000
-0.355932,0.118644,0.000000
-0.322034,0.118644,0.000000
-0.288136,0.118644,0.000000
-0.254237,0.118644,0.000000
-0.220339,0.118644,0.000000
-0.186441,0.118644,0.000000
-0.152542,0.118644,0.000000
-0.118644,0.118644,0.000000
-0.084746,0.118644,0.000000
-0.050847,0.118644,0.000000
-0.016949,0.118644,0.000000
0.016949,0.118644,0.000000
0.050847,0.118644,0.000000
0.084746,0.118644,0.000000
0.118644,0.118644,0.000000
0.152542,0.118644,0.000000
0.186441,0.118644,0.000000
0.220339,0.118644,0.000000
0.254237,0.118644,0.000000
0.288136,0.118644,0.000000
0.322034,0.118644,0.000000
0.355932,0.118644,0.000000
0.389830,0.118644,0.000000
0.423729,0.118644,0.000000
0.457627,0.118644,0.000000
0.491525,0.118644,0.000000
0.525424,0.118644,0.000000
0.559322,0.118644,0.000000
0.593220,0.118644,0.000000
0.627119,0.118644,0.000000
0.661017,0.118644,0.000000
0.694915,0.118644,0.000000
0.728814,0.118644,0.000000
0.762712,0.118644,0.000000
0.796610,0.118644,0.000000
0.830508,0.118644,0.000000
0.864407,0.118644,0.000000
0.898305,0.118644,0.000000
0.932203,0.118644,0.000000
0.966102,0.118644,0.000000
1.000000,0.118644,0.000000
-1.000000,0.152542,0.000000
-0.966102,0.152542,0.000000
-0.932203,0.152542,0.000000
-0.898305,0.152542,0.000000
-0.864407,0.152542,0.000000
-0.830508,0.152542,0.000000
-0.796610,0.152542,0.000000
-0.762712,0.152542,0.000000
-0.728814,0.152542,0.000000
-0.694915,0.152542,0.000000
-0.661017,0.152542,0.000000
-0.627119,0.152542,0.000000
-0.593220,0.152542,0.000000
-0.559322,0.152542,0.000000
-0.525424,0.152542,0.000000
-0.491525,0.152542,0.000000
-0.457627,0.152542,0.000000
-0.423729,0.152542,0.000000
-0.389831,0.152542,0.000000
-0.355932,0.152542,0.000000
-0.322034,0.152542,0.000000
-0.288136,0.152542,0.000000
-0.254237,0.152542,0.000000
-0.220339,0.152542,0.000000
-0.186441,0.152542,0.000000
-0.152542,0.152542,0.000000
-0.118644,0.152542,0.000000
-0.084746,0.152542,0.000000
-0.050847,0.152542,0.000000
-0.016949,0.152542,0.000000
0.016949,0.152542,0.000000
0.050847,0.152542,0.000000
0.084746,0.152542,0.000000
0.118644,0.152542,0.000000
0.152542,0.152542,0.000000
0.186441,0.152542,0.000000
0.220339,0.152542,0.000000
0.254237,0.152542,0.000000
0.288136,0.152542,0.000000
0.322034,0.152542,0.000000
0.355932,0.152542,0.000000
0.389830,0.152542,0.000000
0.423729,0.152542,0.000000
0.457627,0.152542,0.000000
0.491525,0.152542,0.000000
0.525424,0.152542,0.000000
0.559322,0.152542,0.000000
0.593220,0.152542,0.000000
0.627119,0.152542,0.000000
0.661017,0.152542,0.000000
0.694915,0.152542,0.000000
0.728814,0.152542,0.000000
0.762712,0.152542,0.000000
0.796610,0.152542,0.000000
0.830508,0.152542,0.000000
0.864407,0.152542,0.000000
0.898305,0.152542,0.000000
0.932203,0.152542,0.000000
0.966102,0.152542,0.000000
1.000000,0.152542,0.000000
-1.000000,0.186441,0.000000
-0.966102,0.186441,0.000000
-0.932203,0.186441,0.000000
-0.898305,0.186441,0.000000
-0.864407,0.186441,0.000000
-0.830508,0.186441,0.000000
-0.796610,0.186441,0.000000
-0.762712,0.186441,0.000000
-0.728814,0.186441,0.000000
-0.694915,0.186441,0.000000
-0.661017,0.186441,0.000000
-0.627119,0.186441,0.000000
-0.593220,0.186441,0.000000
-0.559322,0.186441,0.000000
-0.525424,0.186441,0.000000
-0.491525,0.186441,0.000000
-0.457627,0.186441,0.000000
-0.423729,0.186441,0.000000
-0.389831,0.186441,0.000000
-0.355932,0.186441,0.000000
-0.322034,0.186441,0.000000
-0.288136,0.186441,0.000000
-0.254237,0.186441,0.000000
-0.220339,0.186441,0.000000
-0.186441,0.186441,0.000000
-0.152542,0.186441,0.000000
-0.118644,0.186441,0.000000
-0.084746,0.186441,0.000000
-0.050847,0.186441,0.000000
-0.016949,0.186441,0.000000
0.016949,0.186441,0.000000
0.050847,0.186441,0.000000
0.084746,0.186441,0.000000
0.118644,0.186441,0.000000
0.152542,0.186441,0.000000
0.186441,0.186441,0.000000
0.220339,0.186441,0.000000
0.254237,0.186441,0.000000
0.288136,0.186441,0.000000
0.322034,0.186441,0.000000
0.355932,0.186441,0.000000
0.389830,0.186441,0.000000
0.423729,0.186441,0.000000
0.457627,0.186441,0.000000
0.491525,0.186441,0.000000
0.525424,0.186441,0.000000
0.559322,0.186441,0.000000
0.593220,0.186441,0.000000
0.627119,0.186441,0.000000
0.661017,0.186441,0.000000
0.694915,0.186441,0.000000
0.728814,0.186441,0.000000
0.762712,0.186441,0.000000
0.796610,0.186441,0.000000
0.830508,0.186441,0.000000
0.864407,0.186441,0.000000
0.898305,0.186441,0.000000
0.932203,0.186441,0.000000
0.966102,0.186441,0.000000
1.000000,0.186441,0.000000
-1.000000,0.220339,0.000000
-0.966102,0.220339,0.000000
-0.932203,0.220339,0.000000
-0.898305,0.220339,0.000000
-0.864407,0.220339,0.000000
-0.830508,0.220339,0.000000
-0.796610,0.220339,0.000000
-0.762712,0.220339,0.000000
-0.728814,0.220339,0.000000
-0.694915,0.220339,0.000000
-0.661017,0.220339,0.000000
-0.627119,0.220339,0.000000
-0.593220,0.220339,0.000000
-0.559322,0.220339,0.000000
-0.525424,0.220339,0.000000
-0.491525,0.220339,0.000000
-0.457627,0.220339,0.000000
-0.423729,0.220339,0.000000
-0.389831,0.220339,0.000000
-0.355932,0.220339,0.000000
-0.322034,0.220339,0.000000
-0.288136,0.220339,0.000000
-0.254237,0.220339,0.000000
-0.220339,0.220339,0.000000
-0.186441,0.220339,0.000000
-0.152542,0.220339,0.000000
-0.118644,0.220339,0.000000
-0.084746,0.220339,0.000000
-0.050847,0.220339,0.000000
-0.016949,0.220339,0.000000
0.016949,0.220339,0.000000
0.050847,0.220339,0.000000
0.084746,0.220339,0.000000
0.118644,0.220339,0.000000
0.152542,0.220339,0.000000
0.186441,0.220339,0.000000
0.220339,0.220339,0.000000
0.254237,0.220339,0.000000
0.288136,0.220339,0.000000
0.322034,0.220339,0.000000
0.355932,0.220339,0.000000
0.389830,0.220339,0.000000
0.423729,0.220339,0.000000
0.457627,0.220339,0.000000
0.491525,0.220339,0.000000
0.525424,0.220339,0.000000
0.559322,0.220339,0.000000
0.593220,0.220339,0.000000
0.627119,0.220339,0.000000
0.661017,0.220339,0.000000
0.694915,0.220339,0.000000
0.728814,0.220339,0.000000
0.762712,0.220339,0.000000
0.796610,0.220339,0.000000
0.830508,0.220339,0.000000
0.864407,0.220339,0.000000
0.898305,0.220339,0.000000
0.932203,0.220339,0.000000
0.966102,0.220339,0.000000
1.000000,0.220339,0.000000
-1.000000,0.254237,0.000000
-0.966102,0.254237,0.000000
-0.932203,0.254237,0.000000
-0.898305,0.254237,0.000000
-0.864407,0.254237,0.000000
-0.830508,0.254237,0.000000
-0.796610,0.254237,0.000000
-0.762712,0.254237,0.000000
-0.728814,0.254237,0.000000
-0.694915,0.254237,0.000000
-0.661017,0.254237,0.000000
-0.627119,0.254237,0.000000
-0.593220,0.254237,0.000000
-0.559322,0.254237,0.000000
-0.525424,0.254237,0.000000
-0.491525,0.254237,0.000000
-0.457627,0.254237,0.000000
-0.423729,0.254237,0.000000
-0.389831,0.254237,0.000000
-0.355932,0.254237,0.000000
-0.322034,0.254237,0.000000
-0.288136,0.254237,0.000000
-0.254237,0.254237,0.000000
-0.220339,0.254237,0.000000
-0.186441,0.254237,0.000000
-0.152542,0.254237,0.000000
-0.118644,0.254237,0.000000
-0.084746,0.254237,0.000000
-0.050847,0.254237,0.000000
-0.016949,0.254237,0.000000
0.016949,0.254237,0.000000
0.050847,0.254237,0.000000
0.084746,0.254237,0.000000
0.118644,0.254237,0.000000
0.152542,0.254237,0.000000
0.186441,0.254237,0.000000
0.220339,0.254237,0.000000
0.254237,0.254237,0.000000
0.288136,0.254237,0.000000
0.322034,0.254237,0.000000
0.355932,0.254237,0.000000
0.389830,0.254237,0.000000
0.423729,0.254237,0.000000
0.457627,0.254237,0.000000
0.491525,0.254237,0.000000
0.525424,0.254237,0.000000
0.559322,0.254237,0.000000
0.593220,0.254237,0.000000
0.627119,0.254237,0.000000
0.661017,0.254237,0.000000
0.694915,0.254237,0.000000
0.728814,0.254237,0.000000
0.762712,0.254237,0.000000
0.796610,0.254237,0.000000
0.830508,0.254237,0.000000
0.864407,0.254237,0.000000
0.898305,0.254237,0.000000
0.932203,0.254237,0.000000
0.966102,0.254237,0.000000
1.000000,0.254237,0.000000
-1.000000,0.288136,0.000000
-0.966102,0.288136,0.000000
-0.932203,0.288136,0.000000
-0.898305,0.288136,0.000000
-0.864407,0.288136,0.000000
-0.830508,0.288136,0.000000
-0.796610,0.288136,0.000000
-0.762712,0.288136,0.000000
-0.728814,0.288136,0.000000
-0.694915,0.288136,0.000000
-0.661017,0.288136,0.000000
-0.627119,0.288136,0.000000
-0.593220,0.288136,0.000000
-0.559322,0.288136,0.000000
-0.525424,0.288136,0.000000
-0.491525,0.288136,0.000000
-0.457627,0.288136,0.000000
-0.423729,0.288136,0.000000
-0.389831,0.288136,0.000000
-0.355932,0.288136,0.000000
-0.322034,0.288136,0.000000
-0.288136,0.288136,0.000000
-0.254237,0.288136,0.000000
-0.220339,0.288136,0.000000
-0.186441,0.288136,0.000000
-0.152542,0.288136,0.000000
-0.118644,0.288136,0.000000
-0.084746,0.288136,0.000000
-0.050847,0.288136,0.000000
-0.016949,0.288136,0.000000
0.016949,0.288136,0.000000
0.050847,0.288136,0.000000
0.084746,0.288136,0.000000
0.118644,0.288136,0.000000
0.152542,0.288136,0.000000
0.186441,0.288136,0.000000
0.220339,0.288136,0.000000
0.254237,0.288136,0.000000
0.288136,0.288136,0.000000
0.322034,0.288136,0.000000
0.355932,0.288136,0.000000
0.389830,0.288136,0.000000
0.423729,0.288136,0.000000
0.457627,0.288136,0.000000
0.491525,0.288136,0.000000
0.525424,0.288136,0.000000
0.559322,0.288136,0.000000
0.593220,0.288136,0.000000
0.627119,0.288136,0.000000
0.661017,0.288136,0.000000
0.694915,0.288136,0.000000
0.728814,0.288136,0.000000
0.762712,0.288136,0.000000
0.796610,0.288136,0.000000
0.830508,0.288136,0.000000
0.864407,0.288136,0.000000
0.898305,0.288136,0.000000
0.932203,0.288136,0.000000
0.966102,0.288136,0.000000
1.000000,0.288136,0.000000
-1.000000,0.322034,0.000000
-0.966102,0.322034,0.000000
-0.932203,0.322034,0.000000
-0.898305,0.322034,0.000000
-0.864407,0.322034,0.000000
-0.830508,0.322034,0.000000
-0.796610,0.322034,0.000000
-0.762712,0.322034,0.000000
-0.728814,0.322034,0.000000
-0.694915,0.322034,0.000000
-0.661017,0.322034,0.000000
-0.627119,0.322034,0.000000
-0.593220,0.322034,0.000000
-0.559322,0.322034,0.000000
-0.525424,0.322034,0.000000
-0.491525,0.322034,0.000000
-0.457627,0.322034,0.000000
-0.423729,0.322034,0.000000
-0.389831,0.322034,0.000000
-0.355932,0.322034,0.000000
-0.322034,0.322034,0.000000
-0.288136,0.322034,0.000000
-0.254237,0.322034,0.000000
-0.220339,0.322034,0.000000
-0.186441,0.322034,0.000000
-0.152542,0.322034,0.000000
-0.118644,0.322034,0.000000
-0.084746,0.322034,0.000000
-0.050847,0.322034,0.000000
-0.016949,0.322034,0.000000
0.016949,0.322034,0.000000
0.050847,0.322034,0.000000
0.084746,0.322034,0.000000
0.118644,0.322034,0.000000
0.152542,0.322034,0.000000
0.186441,0.322034,0.000000
0.220339,0.322034,0.000000
0.254237,0.322034,0.000000
0.288136,0.322034,0.000000
0.322034,0.322034,0.000000
0.355932,0.322034,0.000000
0.389830,0.322034,0.000000
0.423729,0.322034,0.000000
0.457627,0.322034,0.000000
0.491525,0.322034,0.000000
0.525424,0.322034,0.000000
0.559322,0.322034,0.000000
0.593220,0.322034,0.000000
0.627119,0.322034,0.000000
0.661017,0.322034,0.000000
0.694915,0.322034,0.000000
0.728814,0.322034,0.000000
0.762712,0.322034,0.000000
0.796610,0.322034,0.000000
0.830508,0.322034,0.000000
0.864407,0.322034,0.000000
0.898305,0.322034,0.000000
0.932203,0.322034,0.000000
0.966102,0.322034,0.000000
1.000000,0.322034,0.000000
-1.000000,0.355932,0.000000
-0.966102,0.355932,0.000000
-0.932203,0.355932,0.000000
-0.898305,0.355932,0.000000
-0.864407,0.355932,0.000000
-0.830508,0.355932,0.000000
-0.796610,0.355932,0.000000
-0.762712,0.355932,0.000000
-0.728814,0.355932,0.000000
-0.694915,0.355932,0.000000
-0.661017,0.355932,0.000000
-0.627119,0.355932,0.000000
-0.593220,0.355932,0.000000
-0.559322,0.355932,0.000000
-0.525424,0.355932,0.000000
-0.491525,0.355932,0.000000
-0.457627,0.355932,0.000000
-0.423729,0.355932,0.000000
-0.389831,0.355932,0.000000
-0.355932,0.355932,0.000000
-0.322034,0.355932,0.000000
-0.288136,0.355932,0.000000
-0.254237,0.355932,0.000000
-0.220339,0.355932,0.000000
-0.186441,0.355932,0.000000
-0.152542,0.355932,0.000000
-0.118644,0.355932,0.000000
-0.084746,0.355932,0.000000
-0.050847,0.355932,0.000000
-0.016949,0.355932,0.000000
0.016949,0.355932,0.000000
0.050847,0.355932,0.000000
0.084746,0.355932,0.000000
0.118644,0.355932,0.000000
0.152542,0.355932,0.000000
0.186441,0.355932,0.000000
0.220339,0.355932,0.000000
0.254237,0.355932,0.000000
0.288136,0.355932,0.000000
0.322034,0.355932,0.000000
0.355932,0.355932,0.000000
0.389830,0.355932,0.000000
0.423729,0.355932,0.000000
0.457627,0.355932,0.000000
0.491525,0.355932,0.000000
0.525424,0.355932,0.000000
0.559322,0.355932,0.000000
0.593220,0.355932,0.000000
0.627119,0.355932,0.000000
0.661017,0.355932,0.000000
0.694915,0.355932,0.000000
0.728814,0.355932,0.000000
0.762712,0.355932,0.000000
0.796610,0.355932,0.000000
0.830508,0.355932,0.000000
0.864407,0.355932,0.000000
0.898305,0.355932,0.000000
0.932203,0.355932,0.000000
0.966102,0.355932,0.000000
1.000000,0.355932,0.000000
-1.000000,0.389830,0.000000
-0.966102,0.389830,0.000000
-0.932203,0.389830,0.000000
-0.898305,0.389830,0.000000
-0.864407,0.389830,0.000000
-0.830508,0.389830,0.000000
-0.796610,0.389830,0.000000
-0.762712,0.389830,0.000000
-0.728814,0.389830,0.000000
-0.694915,0.389830,0.000000
-0.661017,0.389830,0.000000
-0.627119,0.389830,0.000000
-0.593220,0.389830,0.000000
-0.559322,0.389830,0.000000
-0.525424,0.389830,0.000000
-0.491525,0.389830,0.000000
-0.457627,0.389830,0.000000
-0.423729,0.389830,0.000000
-0.389831,0.389830,0.000000
-0.355932,0.389830,0.000000
-0.322034,0.389830,0.000000
-0.288136,0.389830,0.000000
-0.254237,0.389830,0.000000
-0.220339,0.389830,0.000000
-0.186441,0.389830,0.000000
-0.152542,0.389830,0.000000
-0.118644,0.389830,0.000000
-0.084746,0.389830,0.000000
-0.050847,0.389830,0.000000
-0.016949,0.389830,0.000000
0.016949,0.389830,0.000000
0.050847,0.389830,0.000000
0.084746,0.389830,0.000000
0.118644,0.389830,0.000000
0.152542,0.389830,0.000000
0.186441,0.389830,0.000000
0.220339,0.389830,0.000000
0.254237,0.389830,0.000000
0.288136,0.389830,0.000000
0.322034,0.389830,0.000000
0.355932,0.389830,0.000000
0.389830,0.389830,0.000000
0.423729,0.389830,0.000000
0.457627,0.389830,0.000000
0.491525,0.389830,0.000000
0.525424,0.389830,0.000000
0.559322,0.389830,0.000000
0.593220,0.389830,0.000000
0.627119,0.389830,0.000000
0.661017,0.389830,0.000000
0.694915,0.389830,0.000000
0.728814,0.389830,0.000000
0.762712,0.389830,0.000000
0.796610,0.389830,0.000000
0.830508,0.389830,0.000000
0.864407,0.389830,0.000000
0.898305,0.389830,0.000000
0.932203,0.389830,0.000000
0.966102,0.389830,0.000000
1.000000,0.389830,0.000000
-1.000000,0.423729,0.000000
-0.966102,0.423729,0.000000
-0.932203,0.423729,0.000000
-0.898305,0.423729,0.000000
-0.864407,0.423729,0.000000
-0.830508,0.423729,0.000000
-0.796610,0.423729,0.000000
-0.762712,0.423729,0.000000
-0.728814,0.423729,0.000000
-0.694915,0.423729,0.000000
-0.661017,0.423729,0.000000
-0.627119,0.423729,0.000000
-0.593220,0.423729,0.000000
-0.559322,0.423729,0.000000
-0.525424,0.423729,0.000000
-0.491525,0.423729,0.000000
-0.457627,0.423729,0.000000
-0.423729,0.423729,0.000000
-0.389831,0.423729,0.000000
-0.355932,0.423729,0.000000
-0.322034,0.423729,0.000000
-0.288136,0.423729,0.000000
-0.254237,0.423729,0.000000
-0.220339,0.423729,0.000000
-0.186441,0.423729,0.000000
-0.152542,0.423729,0.000000
-0.118644,0.423729,0.000000
-0.084746,0.423729,0.000000
-0.050847,0.423729,0.000000
-0.016949,0.423729,0.000000
0.016949,0.423729,0.000000
0.050847,0.423729,0.000000
0.084746,0.423729,0.000000
0.118644,0.423729,0.000000
0.152542,0.423729,0.000000
0.186441,0.423729,0.000000
0.220339,0.423729,0.000000
0.254237,0.423729,0.000000
0.288136,0.423729,0.000000
0.322034,0.423729,0.000000
0.355932,0.423729,0.000000
0.389830,0.423729,0.000000
0.423729,0.423729,0.000000
0.457627,0.423729,0.000000
0.491525,0.423729,0.000000
0.525424,0.423729,0.000000
0.559322,0.423729,0.000000
0.593220,0.423729,0.000000
0.627119,0.423729,0.000000
0.661017,0.423729,0.000000
0.694915,0.423729,0.000000
0.728814,0.423729,0.000000
0.762712,0.423729,0.000000
0.796610,0.423729,0.000000
0.830508,0.423729,0.000000
0.864407,0.423729,0.000000
0.898305,0.423729,0.000000
0.932203,0.423729,0.000000
0.966102,0.423729,0.000000
1.000000,0.423729,0.000000
-1.000000,0.457627,0.000000
-0.966102,0.457627,0.000000
-0.932203,0.457627,0.000000
-0.898305,0.457627,0.000000
-0.864407,0.457627,0.000000
-0.830508,0.457627,0.000000
-0.796610,0.457627,0.000000
-0.762712,0.457627,0.000000
